,Tanimoto_Similarity,DIPOLE_gasteiger,DIPOLE_mmff94,DIPOLE_eem2015bm,MIX_dGsolv298(kJ/mol),MIX_dHsolv298(kJ/mol),MIX_dSsolv298(kJ/mol/K),MIX_logK,MIX_logP,SOLUTE_PARAM_E_GC,SOLUTE_PARAM_S_GC,SOLUTE_PARAM_A_GC,SOLUTE_PARAM_B_GC,SOLUTE_PARAM_L_GC,SOLUTE_PARAM_V_GC,SOLUTE_PARAM_E_ML,SOLUTE_PARAM_S_ML,SOLUTE_PARAM_A_ML,SOLUTE_PARAM_B_ML,SOLUTE_PARAM_L_ML,SOLUTE_PARAM_V_ML,RDKIT_MaxAbsEStateIndex,RDKIT_MaxEStateIndex,RDKIT_MinAbsEStateIndex,RDKIT_MinEStateIndex,RDKIT_qed,RDKIT_SPS,RDKIT_MolWt,RDKIT_HeavyAtomMolWt,RDKIT_ExactMolWt,RDKIT_NumValenceElectrons,RDKIT_NumRadicalElectrons,RDKIT_MaxPartialCharge,RDKIT_MinPartialCharge,RDKIT_MaxAbsPartialCharge,RDKIT_MinAbsPartialCharge,RDKIT_FpDensityMorgan1,RDKIT_FpDensityMorgan2,RDKIT_FpDensityMorgan3,RDKIT_BCUT2D_MWHI,RDKIT_BCUT2D_MWLOW,RDKIT_BCUT2D_CHGHI,RDKIT_BCUT2D_CHGLO,RDKIT_BCUT2D_LOGPHI,RDKIT_BCUT2D_LOGPLOW,RDKIT_BCUT2D_MRHI,RDKIT_BCUT2D_MRLOW,RDKIT_AvgIpc,RDKIT_BalabanJ,RDKIT_BertzCT,RDKIT_Chi0,RDKIT_Chi0n,RDKIT_Chi0v,RDKIT_Chi1,RDKIT_Chi1n,RDKIT_Chi1v,RDKIT_Chi2n,RDKIT_Chi2v,RDKIT_Chi3n,RDKIT_Chi3v,RDKIT_Chi4n,RDKIT_Chi4v,RDKIT_HallKierAlpha,RDKIT_Ipc,RDKIT_Kappa1,RDKIT_Kappa2,RDKIT_Kappa3,RDKIT_LabuteASA,RDKIT_PEOE_VSA1,RDKIT_PEOE_VSA10,RDKIT_PEOE_VSA11,RDKIT_PEOE_VSA12,RDKIT_PEOE_VSA13,RDKIT_PEOE_VSA14,RDKIT_PEOE_VSA2,RDKIT_PEOE_VSA3,RDKIT_PEOE_VSA4,RDKIT_PEOE_VSA5,RDKIT_PEOE_VSA6,RDKIT_PEOE_VSA7,RDKIT_PEOE_VSA8,RDKIT_PEOE_VSA9,RDKIT_SMR_VSA1,RDKIT_SMR_VSA10,RDKIT_SMR_VSA2,RDKIT_SMR_VSA3,RDKIT_SMR_VSA4,RDKIT_SMR_VSA5,RDKIT_SMR_VSA6,RDKIT_SMR_VSA7,RDKIT_SMR_VSA8,RDKIT_SMR_VSA9,RDKIT_SlogP_VSA1,RDKIT_SlogP_VSA10,RDKIT_SlogP_VSA11,RDKIT_SlogP_VSA12,RDKIT_SlogP_VSA2,RDKIT_SlogP_VSA3,RDKIT_SlogP_VSA4,RDKIT_SlogP_VSA5,RDKIT_SlogP_VSA6,RDKIT_SlogP_VSA7,RDKIT_SlogP_VSA8,RDKIT_SlogP_VSA9,RDKIT_TPSA,RDKIT_EState_VSA1,RDKIT_EState_VSA10,RDKIT_EState_VSA11,RDKIT_EState_VSA2,RDKIT_EState_VSA3,RDKIT_EState_VSA4,RDKIT_EState_VSA5,RDKIT_EState_VSA6,RDKIT_EState_VSA7,RDKIT_EState_VSA8,RDKIT_EState_VSA9,RDKIT_VSA_EState1,RDKIT_VSA_EState10,RDKIT_VSA_EState2,RDKIT_VSA_EState3,RDKIT_VSA_EState4,RDKIT_VSA_EState5,RDKIT_VSA_EState6,RDKIT_VSA_EState7,RDKIT_VSA_EState8,RDKIT_VSA_EState9,RDKIT_FractionCSP3,RDKIT_HeavyAtomCount,RDKIT_NHOHCount,RDKIT_NOCount,RDKIT_NumAliphaticCarbocycles,RDKIT_NumAliphaticHeterocycles,RDKIT_NumAliphaticRings,RDKIT_NumAromaticCarbocycles,RDKIT_NumAromaticHeterocycles,RDKIT_NumAromaticRings,RDKIT_NumHAcceptors,RDKIT_NumHDonors,RDKIT_NumHeteroatoms,RDKIT_NumRotatableBonds,RDKIT_NumSaturatedCarbocycles,RDKIT_NumSaturatedHeterocycles,RDKIT_NumSaturatedRings,RDKIT_RingCount,RDKIT_MolLogP,RDKIT_MolMR,RDKIT_fr_C_O,RDKIT_fr_C_O_noCOO,RDKIT_fr_aldehyde,RDKIT_fr_allylic_oxid,RDKIT_fr_benzene,RDKIT_fr_bicyclic,RDKIT_fr_ester,RDKIT_fr_ether,RDKIT_fr_lactone,STERIC_backbone_length,STERIC_ratioSideChainContainingAtoms,STERIC_wienerIndex,STERIC_chiralCenters,STERIC_radiusGyration,STERIC_spherocity,STERIC_vdwVolume,STERIC_totalVolume,STERIC_numBridgeheadAtoms,STERIC_numStereocenters,dS (J/mol/K),BASE_Monomer_State_g,BASE_Monomer_State_l,BASE_Monomer_State_s,BASE_polymerization_type_ROMP,BASE_polymerization_type_ROP,BASE_polymerization_type_cationic,BASE_polymerization_type_cyclic,BASE_polymerization_type_ionic,BASE_polymerization_type_misc,BASE_polymerization_type_vinyl,BASE_Polymer_State_g,BASE_Polymer_State_s,BASE_Polymer_State_s ,BASE_Category_ROMP,BASE_Category_ROP,BASE_Category_cationic,BASE_Category_cyclic,BASE_Category_ionic,BASE_Category_misc,BASE_Category_vinyl
68,1.0,0.139895159951013,0.152405947891306,0.211992611336318,-22.73,-38.88,-0.0542,3.98,4.69,0.3957,0.3982,0.0,0.1367,3.7808,1.0842,0.3587,0.2338,0.0041,0.0782,3.6651,1.0842,3.78435185185185,3.78435185185185,0.850694444444444,0.850694444444444,0.455179543918243,23.0,110.2,96.088,110.109550448,46,0,-0.0236190468578442,-0.102803507996148,0.102803507996148,0.0236190468578442,1.125,1.75,2.125,14.1312840444412,9.89590915354641,2.07391225779259,-2.16169932313065,2.23038911750792,-2.00931174955669,4.80378341619932,0.41980066562417,1.9034911933164,2.21665797220771,68.1074956100206,5.81999095630891,5.39734122549854,5.39734122549854,3.93185165257814,3.55807820472492,3.55807820472492,2.63379235675081,2.63379235675081,1.98316324759439,1.98316324759439,1.3698690525747,1.3698690525747,-0.26,91.3675772791874,5.86919896640827,2.90710565589179,1.35941063123764,51.5984116428923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5789356835985,25.3384849756119,18.7595492920134,0.0,0.0,0.0,0.0,0.0,0.0,5.91790604616139,32.1041081146301,0.0,12.6549557904324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.91790604616139,32.1041081146301,12.6549557904324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.91790604616139,32.1041081146301,0.0,0.0,12.6549557904324,0.0,0.0,0.0,0.0,0.0,0.0,0.850694444444444,0.0,9.19828703703704,3.78435185185185,0.0,0.75,8,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,2.7527,36.772,0,0,0,1,0,0,0,0,0,4,0.6,121.0,0,1.9088591422136,0.376782902887332,195.432195794514,1098.06621944352,0,1,-93.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
69,1.0,0.133313068449993,0.148632578254049,0.130633871070734,-11.31,-20.29,-0.0301,1.98,3.0,0.1236,0.1268,0.0,0.0707,1.6836,0.6292,0.1095,0.0794,-0.0024,0.0625,1.5385,0.6292,3.47916666666667,3.47916666666667,1.08333333333333,1.08333333333333,0.399986689205346,6.25,56.108,48.044,56.062600256,24,0,-0.0382003936054866,-0.103093227121161,0.103093227121161,0.0382003936054866,2.0,2.25,2.25,13.5222797157203,10.5013769745032,1.4478542653609,-1.5738781237043,1.65957122509134,-1.36138060953556,4.59578007810417,1.23201663307329,1.37095059445467,2.29683526191914,14.0,3.4142135623731,2.99156383156272,2.99156383156272,1.9142135623731,1.52360336211427,1.52360336211427,0.696923425058676,0.696923425058676,0.288675134594813,0.288675134594813,0.0,0.0,-0.26,6.85475297227334,3.74,2.74,1.74,27.1444743388351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5789356835985,12.9997573065245,6.4208216229260096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3445588226166,0.0,12.6549557904324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3445588226166,12.6549557904324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,0.0,0.0,6.07602010683388,13.5026728832891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95833333333333,5.54166666666667,0.0,0.5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5824,20.488,0,0,0,1,0,0,0,0,0,4,0.33,31.0,0,1.53873160658559,0.375375343288266,97.7160978972569,549.033109721762,0,1,-100.25,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
70,-1.0,0.132926986759624,0.148954009548934,0.130629160732216,0.0,0.0,0.0,0.0,0.0,0.1236,0.1268,0.0,0.0707,1.6836,0.6292,0.1095,0.0794,-0.0024,0.0625,1.5385,0.6292,3.47916666666667,3.47916666666667,1.08333333333333,1.08333333333333,0.399986689205346,6.25,56.108,48.044,56.062600256,24,0,-0.0382003936054866,-0.103093227121161,0.103093227121161,0.0382003936054866,2.0,2.25,2.25,13.5222797157203,10.5013769745032,1.4478542653609,-1.5738781237043,1.65957122509134,-1.36138060953556,4.59578007810417,1.23201663307329,1.37095059445467,2.29683526191914,14.0,3.4142135623731,2.99156383156272,2.99156383156272,1.9142135623731,1.52360336211427,1.52360336211427,0.696923425058676,0.696923425058676,0.288675134594813,0.288675134594813,0.0,0.0,-0.26,6.85475297227334,3.74,2.74,1.74,27.1444743388351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5789356835985,12.9997573065245,6.4208216229260096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3445588226166,0.0,12.6549557904324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3445588226166,12.6549557904324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,0.0,0.0,6.07602010683388,13.5026728832891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.95833333333333,5.54166666666667,0.0,0.5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5824,20.488,0,0,0,1,0,0,0,0,0,4,0.33,31.0,0,1.47596416908898,0.375375118113952,97.7160978972569,549.033109721762,0,1,-182.0,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
71,1.0,0.149581521929691,0.150653922748356,0.190600538002151,-15.63,-28.68,-0.0438,2.74,4.09,0.1236,0.1268,0.0,0.0707,2.4942,0.911,0.0744,0.0717,-0.0007,0.0645,2.4257,0.911,3.60083333333333,3.60083333333333,0.780092592592592,0.780092592592592,0.449886252257574,9.16666666666667,84.162,72.066,84.093900384,36,0,-0.033016380540785,-0.103073004619097,0.103073004619097,0.033016380540785,1.66666666666667,2.16666666666667,2.16666666666667,13.8840073007162,10.1411893896555,1.82228449124803,-1.92085817592624,1.96316792601909,-1.7844276686861,4.66632793955936,0.664454680632802,1.34858789601242,2.81414422177703,35.3029689088065,4.99156383156272,4.56891410075235,4.56891410075235,2.77005561002966,2.37944540977084,2.37944540977084,1.91822424510768,1.91822424510768,0.638071187457698,0.638071187457698,0.333333333333333,0.333333333333333,-0.26,14.8344668561366,5.74,2.95097046413502,3.74,39.874358567628306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5789356835985,19.9234945062151,12.3387276690874,0.0,0.0,0.0,0.0,0.0,0.0,5.91790604616139,20.2682960223073,0.0,12.6549557904324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.91790604616139,20.2682960223073,12.6549557904324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3387276690874,0.0,0.0,6.07602010683388,20.4264100829797,0.0,0.0,0.0,0.0,0.0,0.0,0.780092592592592,0.0,3.08796296296296,7.96527777777778,0.0,0.666666666666667,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2.2185,29.652,0,0,0,1,0,0,0,0,0,4,0.5,71.0,0,1.95808976016062,0.281103824905351,146.574146845885,823.549664582643,0,1,-121.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
72,-1.0,0.148956753777337,0.152440092090505,0.191789445069771,0.0,0.0,0.0,0.0,0.0,0.1236,0.1268,0.0,0.0707,2.4942,0.911,0.0744,0.0717,-0.0007,0.0645,2.4257,0.911,3.60083333333333,3.60083333333333,0.780092592592592,0.780092592592592,0.449886252257574,9.16666666666667,84.162,72.066,84.093900384,36,0,-0.033016380540785,-0.103073004619097,0.103073004619097,0.033016380540785,1.66666666666667,2.16666666666667,2.16666666666667,13.8840073007162,10.1411893896555,1.82228449124803,-1.92085817592624,1.96316792601909,-1.7844276686861,4.66632793955936,0.664454680632802,1.34858789601242,2.81414422177703,35.3029689088065,4.99156383156272,4.56891410075235,4.56891410075235,2.77005561002966,2.37944540977084,2.37944540977084,1.91822424510768,1.91822424510768,0.638071187457698,0.638071187457698,0.333333333333333,0.333333333333333,-0.26,14.8344668561366,5.74,2.95097046413502,3.74,39.874358567628306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5789356835985,19.9234945062151,12.3387276690874,0.0,0.0,0.0,0.0,0.0,0.0,5.91790604616139,20.2682960223073,0.0,12.6549557904324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.91790604616139,20.2682960223073,12.6549557904324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3387276690874,0.0,0.0,6.07602010683388,20.4264100829797,0.0,0.0,0.0,0.0,0.0,0.0,0.780092592592592,0.0,3.08796296296296,7.96527777777778,0.0,0.666666666666667,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2.2185,29.652,0,0,0,1,0,0,0,0,0,4,0.5,71.0,0,1.95809265041161,0.362267044317168,146.574146845885,823.549664582643,0,1,-176.0,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
73,1.0,0.142758352113563,0.150193266885971,0.175175982386119,-13.89,-25.2,-0.038,2.43,3.6,0.1236,0.1268,0.0,0.0707,2.1761,0.7701,0.105,0.0847,0.0002,0.0671,2.1967,0.7701,3.55041666666667,3.55041666666667,1.15277777777778,1.15277777777778,0.435603826984966,7.4,70.135,60.055,70.07825032,30,0,-0.0356039482616076,-0.103083151474652,0.103083151474652,0.0356039482616076,1.8,2.4,2.4,13.6802898678241,10.3441632868322,1.6124140521216,-1.7242841440653,1.81587222306619,-1.52029897874143,4.62509839051127,0.96109683449749,1.40563906222957,2.4017152226172,21.2192809488736,4.12132034355964,3.69867061274927,3.69867061274927,2.4142135623731,2.02360336211427,2.02360336211427,1.07735026918963,1.07735026918963,0.492799279826744,0.492799279826744,0.204124145231931,0.204124145231931,-0.26,11.2451124978365,4.74,3.74,3.74,33.5094164532317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5789356835985,19.4205789294505,6.4208216229260096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7653804455426,0.0,12.6549557904324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7653804455426,12.6549557904324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,6.4208216229260096,0.0,6.07602010683388,13.5026728832891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.30902777777778,5.69097222222222,0.0,0.6,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1.9725,25.105,0,0,0,1,0,0,0,0,0,4,0.43,50.0,0,1.68392315366515,0.425960129140299,122.145122371571,686.291387152202,0,1,-118.5,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
74,-1.0,0.142956669632238,0.148758477630679,0.1747334867376,0.0,0.0,0.0,0.0,0.0,0.1236,0.1268,0.0,0.0707,2.1761,0.7701,0.105,0.0847,0.0002,0.0671,2.1967,0.7701,3.55041666666667,3.55041666666667,1.15277777777778,1.15277777777778,0.435603826984966,7.4,70.135,60.055,70.07825032,30,0,-0.0356039482616076,-0.103083151474652,0.103083151474652,0.0356039482616076,1.8,2.4,2.4,13.6802898678241,10.3441632868322,1.6124140521216,-1.7242841440653,1.81587222306619,-1.52029897874143,4.62509839051127,0.96109683449749,1.40563906222957,2.4017152226172,21.2192809488736,4.12132034355964,3.69867061274927,3.69867061274927,2.4142135623731,2.02360336211427,2.02360336211427,1.07735026918963,1.07735026918963,0.492799279826744,0.492799279826744,0.204124145231931,0.204124145231931,-0.26,11.2451124978365,4.74,3.74,3.74,33.5094164532317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5789356835985,19.4205789294505,6.4208216229260096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7653804455426,0.0,12.6549557904324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7653804455426,12.6549557904324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4208216229260096,6.4208216229260096,0.0,6.07602010683388,13.5026728832891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.30902777777778,5.69097222222222,0.0,0.6,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1.9725,25.105,0,0,0,1,0,0,0,0,0,4,0.43,50.0,0,1.78598545768058,0.285533771193463,122.145122371571,686.291387152202,0,1,-194.0,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
75,1.0,0.138177029833236,0.152387739790083,0.210126754289063,-16.68,-29.62,-0.0434,2.92,4.12,0.1236,0.1268,0.0,0.0707,2.6687,0.911,0.0988,0.0807,-0.0009,0.0684,2.6156,0.911,3.59819444444444,3.59819444444444,1.17708333333333,1.17708333333333,0.363505573881513,8.16666666666667,84.162,72.066,84.093900384,36,0,-0.035351360605688,-0.103082980304011,0.103082980304011,0.035351360605688,1.66666666666667,2.33333333333333,2.5,13.7743340953882,10.2509009862884,1.70889246787951,-1.81490240798801,1.90899794778775,-1.61447258618774,4.63693183675241,0.815753307825108,1.61433083515927,2.48840377187611,29.0195500086539,4.82842712474619,4.40577739393582,4.40577739393582,2.9142135623731,2.52360336211427,2.52360336211427,1.4309036597829,1.4309036597829,0.761801681057137,0.761801681057137,0.348461712529338,0.348461712529338,-0.26,20.9863008570705,5.74,4.74,3.74,39.874358567628306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5789356835985,25.8414005523765,6.4208216229260096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1862020684687,0.0,12.6549557904324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1862020684687,12.6549557904324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.262464868778,0.0,6.07602010683388,13.5026728832891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.71777777777778,5.78222222222222,0.0,0.666666666666667,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2.3626,29.722,0,0,0,1,0,0,0,0,0,4,0.5,76.0,0,2.23558326038768,0.299916071399683,146.574146845885,823.549664582643,0,1,-113.0,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
76,-1.0,0.144686899918052,0.153379419086782,0.248723525460994,0.0,0.0,0.0,0.0,0.0,0.1236,0.1268,0.0,0.0707,3.1613,1.0519,0.1005,0.0865,-0.0001,0.0754,3.1331,1.0519,3.63249149659864,3.63249149659864,1.18833333333333,1.18833333333333,0.374401057135426,8.71428571428571,98.189,84.077,98.109550448,42,0,-0.035341465592474,-0.103082978941471,0.103082978941471,0.035341465592474,1.42857142857143,2.14285714285714,2.57142857142857,13.8343855454862,10.1916516909376,1.76985297581668,-1.8731125655487,1.96852753758631,-1.67423761021627,4.64218469860518,0.729667123527932,1.69093380595969,2.55878086932796,37.3029689088065,5.53553390593274,5.11288417512236,5.11288417512236,3.4142135623731,3.02360336211427,3.02360336211427,1.78445705037617,1.78445705037617,1.01180168105714,1.01180168105714,0.538675134594813,0.538675134594813,-0.26,35.5096099251534,6.74,5.74,5.74,46.2393006820249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5789356835985,25.8414005523765,12.841643245852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.6070236913947,0.0,12.6549557904324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.6070236913947,12.6549557904324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.683286491704,0.0,6.07602010683388,13.5026728832891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.156111111111111,5.84388888888889,0.0,0.714285714285714,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2.7527,34.339,0,0,0,1,0,0,0,0,0,4,0.56,110.0,0,2.31360280163434,0.256375891833002,171.0031713202,960.807942013083,0,1,-168.0,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
77,1.0,0.87433075015441,1.87475360002344,0.477157061041385,0.0,0.0,0.0,0.0,0.0,0.1759,0.5841,0.0,0.428,2.7235,0.8445,0.2188,0.6251,0.002,0.4308,2.8155,0.8445,10.1826388888889,10.1826388888889,0.254814814814815,-0.412129629629629,0.307824358521016,7.5,112.128,104.064,112.052429496,44,0,0.329954722748323,-0.458324801574121,0.458324801574121,0.329954722748323,1.625,2.25,2.625,16.5315656398239,10.6196596766323,1.87438461422818,-1.91638672845644,1.76584381068724,-1.97813912719868,5.80693465321737,-0.136012890468899,1.82663329867043,3.23888780558891,105.096162813286,6.40577739393582,4.59251746286662,4.59251746286662,3.80806041249045,2.21034343104508,2.21034343104508,1.12283910751967,1.12283910751967,0.51011002862997,0.51011002862997,0.199984343502215,0.199984343502215,-1.05,56.6256322587834,6.95,4.11806722689076,3.1520202020202,48.4598228649947,4.73686295380005,6.60688196451292,0.0,0.0,0.0,5.96930528795185,0.0,4.79453718407182,0.0,0.0,19.2338914740309,0.0,6.07602010683388,0.0,9.53140013787187,5.96930528795185,0.0,0.0,0.0,0.0,6.60688196451292,25.3099115808648,0.0,0.0,0.0,0.0,0.0,0.0,12.5761872524648,9.53140013787187,0.0,0.0,25.3099115808648,0.0,0.0,0.0,26.3,5.96930528795185,4.79453718407182,0.0,6.60688196451292,0.0,6.07602010683388,6.07602010683388,0.0,0.0,17.894734320997,0.0,4.46527777777778,0.0,10.1826388888889,0.0,0.0,-0.412129629629629,0.0,2.61597222222222,6.81490740740741,0.0,0.166666666666667,8,0,2,0,0,0,0,0,0,2,0,2,3,0,0,0,0,0.9016,31.353,1,1,0,0,0,0,1,1,0,4,0.6,141.0,0,2.2759437166359,0.126048466387046,195.432195794514,1098.06621944352,0,1,-92.67,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
78,0.024,6.45684267261801,5.93080521541125,2.70175547228543,-17.54,-31.77,-0.0478,3.07,0.22,0.3399,1.0074,0.0,0.8765,5.2954,1.5578,0.459,1.5417,0.0423,0.9135,6.0472,1.5578,10.6953019494835,10.6953019494835,0.183611111111111,-0.585374359620391,0.38508203169065,19.6428571428571,200.234,184.106,200.104858992,80,0,0.50780450544897,-0.43346690700551,0.50780450544897,0.43346690700551,1.57142857142857,2.21428571428571,2.71428571428571,16.7336442179985,9.87409636429196,2.35908304515223,-2.33759096635998,2.26712961066571,-2.42003388525943,5.60183115826504,-0.0920227183838549,2.21977890778997,2.40720845003902,202.167537938555,10.4413112998686,8.45298411816436,8.45298411816436,6.72227397486354,4.70488989856242,4.70488989856242,3.48470717357372,3.48470717357372,2.3863628142481,2.3863628142481,1.25565548193854,1.25565548193854,-1.03,1473.93319477254,11.047101002313,5.00200038613672,2.73426632938893,83.83045366025,14.2105888614001,13.2137639290258,0.0,0.0,0.0,6.15536562953876,0.0,4.79453718407182,0.0,6.5789356835985,12.9997573065245,6.4208216229260096,0.0,18.6287543984226,19.005126045472,6.15536562953876,0.0,0.0,5.41499046939678,13.3445588226166,26.4275278580517,12.6549557904324,0.0,0.0,0.0,4.79453718407182,0.0,0.0,32.5828934875904,14.2105888614001,5.41499046939678,13.3445588226166,12.6549557904324,0.0,0.0,0.0,44.76,6.15536562953876,4.79453718407182,0.0,5.41499046939678,26.4275278580517,6.4208216229260096,0.0,6.07602010683388,6.92373719969062,6.5789356835985,14.2105888614001,15.0592635109599,0.0,10.6953019494835,0.0,-0.183611111111111,0.0,0.0,1.966685510624,7.37902680671034,0.0,0.7,14,0,4,0,1,1,0,0,0,4,0,4,5,0,1,1,1,1.7522,51.04,1,1,0,0,0,0,0,3,2,8,0.5,482.0,0,2.89173017267938,0.328452641640862,342.006342640399,1921.61588402617,0,1,-26.8,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
79,0.042,6.50121023413991,5.92288891871235,2.68772752615547,0.0,0.0,0.0,0.0,0.0,0.3399,1.0074,0.0,0.8765,5.2954,1.5578,0.459,1.5417,0.0423,0.9135,6.0472,1.5578,10.6953019494835,10.6953019494835,0.183611111111111,-0.585374359620391,0.38508203169065,19.6428571428571,200.234,184.106,200.104858992,80,0,0.50780450544897,-0.43346690700551,0.50780450544897,0.43346690700551,1.57142857142857,2.21428571428571,2.71428571428571,16.7336442179985,9.87409636429196,2.35908304515223,-2.33759096635998,2.26712961066571,-2.42003388525943,5.60183115826504,-0.0920227183838549,2.21977890778997,2.40720845003902,202.167537938555,10.4413112998686,8.45298411816436,8.45298411816436,6.72227397486354,4.70488989856242,4.70488989856242,3.48470717357372,3.48470717357372,2.3863628142481,2.3863628142481,1.25565548193854,1.25565548193854,-1.03,1473.93319477254,11.047101002313,5.00200038613672,2.73426632938893,83.83045366025,14.2105888614001,13.2137639290258,0.0,0.0,0.0,6.15536562953876,0.0,4.79453718407182,0.0,6.5789356835985,12.9997573065245,6.4208216229260096,0.0,18.6287543984226,19.005126045472,6.15536562953876,0.0,0.0,5.41499046939678,13.3445588226166,26.4275278580517,12.6549557904324,0.0,0.0,0.0,4.79453718407182,0.0,0.0,32.5828934875904,14.2105888614001,5.41499046939678,13.3445588226166,12.6549557904324,0.0,0.0,0.0,44.76,6.15536562953876,4.79453718407182,0.0,5.41499046939678,26.4275278580517,6.4208216229260096,0.0,6.07602010683388,6.92373719969062,6.5789356835985,14.2105888614001,15.0592635109599,0.0,10.6953019494835,0.0,-0.183611111111111,0.0,0.0,1.966685510624,7.37902680671034,0.0,0.7,14,0,4,0,1,1,0,0,0,4,0,4,5,0,1,1,1,1.7522,51.04,1,1,0,0,0,0,0,3,2,8,0.5,482.0,0,2.94692614029002,0.300562749798708,342.006342640399,1921.61588402617,0,1,-46.6,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
